Order_ID,Customer_ID,Warehouse_ID,Delivery_Partner_ID,Order_Date,Order_Dispatched_Date,Promised_Delivery_Date,Actual_Delivery_Date,Distance_KM,Order_Value,Freight_Cost,Packaging_Cost,Warehouse_Handling_Cost,Delivery_Partner_Cost,Order_Status
ORD08320,CUST0961,WH039,DP057,2024-10-22,2024-10-23,2024-10-24,2024-10-25,32.4,1372.26,301.05,18.98,31.67,195.69,Delivered
ORD08321,CUST1915,WH011,DP036,2025-08-28,2025-08-30,2025-08-31,2025-08-31,8.4,1349.09,100.11,34.05,72.92,90.26,Delivered
ORD08322,CUST1697,WH046,DP099,2025-03-31,2025-04-02,2025-04-04,2025-04-05,10.6,1091.83,96.16,31.09,38.27,106.86,Delivered
ORD08323,CUST1863,WH039,DP053,2025-09-28,2025-09-28,2025-09-30,2025-10-01,11.4,1779.96,111.66,39.19,62.8,93.74,Delivered
ORD08324,CUST0142,WH030,DP067,2024-04-21,2024-04-22,2024-04-23,2024-04-24,27.2,1315.42,213.86,34.52,42.15,193.68,Delivered
ORD08325,CUST0422,WH045,DP047,2025-12-24,2025-12-25,2025-12-26,2025-12-27,7.8,1198.88,87.96,29.12,82.88,61.31,Delivered
ORD08326,CUST1827,WH047,DP053,2025-05-07,2025-05-08,2025-05-10,2025-05-09,29.5,1083.06,304.85,31.88,23.75,181.41,Delivered
ORD08327,CUST0188,WH043,DP098,2024-07-07,2024-07-08,2024-07-09,2024-07-11,22.0,1273.52,233.59,52.43,75.7,109.1,Delivered
ORD08328,CUST0479,WH006,DP087,2025-02-25,2025-02-26,2025-02-27,2025-02-28,9.1,750.75,96.97,34.02,62.14,67.48,Delivered
ORD08329,CUST0507,WH018,DP038,2025-01-22,2025-01-24,2025-01-25,2025-01-27,19.4,1303.26,200.28,23.56,36.44,134.87,Delivered
ORD08330,CUST0361,WH029,DP008,2024-03-18,2024-03-19,2024-03-20,2024-03-21,5.3,1752.06,74.29,31.66,75.83,69.05,Delivered
ORD08331,CUST0508,WH017,DP074,2025-04-02,2025-04-03,2025-04-04,2025-04-05,13.9,2492.44,116.06,14.82,50.71,89.58,Delivered
ORD08332,CUST1432,WH035,DP091,2024-08-13,2024-08-15,2024-08-16,2024-08-15,3.0,1436.23,61.99,42.17,73.76,54.79,Delivered
ORD08333,CUST1821,WH050,DP033,2024-05-13,2024-05-15,2024-05-16,2024-05-18,14.7,1385.53,153.14,34.73,58.85,110.08,Delivered
ORD08334,CUST0216,WH025,DP078,2025-12-01,2025-12-03,2025-12-05,,7.2,385.05,91.89,48.54,48.13,70.54,Failed/Returned
ORD08335,CUST1440,WH029,DP064,2024-10-10,2024-10-11,2024-10-13,2024-10-15,6.6,1208.89,93.81,49.71,37.22,79.18,Delivered
ORD08336,CUST0812,WH032,DP022,2024-05-14,2024-05-16,2024-05-17,2024-05-18,12.7,1719.71,134.89,37.48,62.63,85.9,Delivered
ORD08337,CUST0990,WH008,DP011,2024-01-08,2024-01-10,2024-01-11,,11.3,3907.51,131.04,45.17,20.01,88.71,Failed/Returned
ORD08338,CUST0031,WH049,DP076,2024-09-19,2024-09-20,2024-09-21,2024-09-21,9.1,3151.3,115.96,46.74,27.24,85.21,Delivered
ORD08339,CUST0304,WH023,DP025,2025-04-18,2025-04-19,2025-04-20,2025-04-20,19.8,1679.73,153.89,51.04,58.29,146.87,Delivered
ORD08340,CUST1735,WH027,DP063,2025-03-20,2025-03-22,2025-03-23,2025-03-23,8.4,2836.14,116.17,47.69,44.68,70.28,Delivered
ORD08341,CUST1649,WH026,DP037,2025-05-30,2025-05-31,2025-06-01,2025-06-01,25.0,1963.5,214.93,26.8,73.4,159.48,Delivered
ORD08342,CUST1477,WH018,DP021,2024-06-10,2024-06-12,2024-06-13,,10.0,404.21,85.02,15.08,30.33,94.38,Failed/Returned
ORD08343,CUST0590,WH031,DP040,2025-12-19,2025-12-20,2025-12-21,2025-12-21,20.2,1360.93,198.45,21.02,65.44,121.87,delivered
ORD08344,CUST0883,WH001,DP067,2025-01-03,2025-01-04,2025-01-05,2025-01-06,3.4,1006.79,61.83,26.67,83.28,48.03,Delivered
ORD08345,CUST0685,WH013,DP100,2024-05-14,2024-05-16,2024-05-17,2024-05-16,10.1,1600.37,105.74,18.01,69.85,93.18,Delivered
ORD08346,CUST0986,WH044,DP058,2025-12-08,2025-12-09,2025-12-10,2025-12-12,19.4,253.83,217.29,14.49,41.53,135.5,Delivered
ORD08347,CUST1899,WH047,DP075,2025-10-30,2025-11-01,2025-11-03,2025-11-03,11.5,1483.18,98.24,33.4,49.33,114.16,Delivered
ORD08348,CUST1150,WH001,DP078,2025-12-25,2025-12-25,2025-12-27,2025-12-27,2.3,1155.88,55.63,28.96,43.69,43.39,Delivered
ORD08349,CUST0215,WH040,DP035,2024-08-10,2024-08-11,2024-08-12,2024-08-12,10.0,1095.08,124.42,27.9,83.99,71.77,Delivered
ORD08350,CUST1486,WH035,DP085,2024-10-29,2024-10-30,2024-10-31,2024-10-31,21.6,2098.27,176.94,16.25,77.21,118.97,Delivered
ORD08351,CUST0611,WH016,DP024,2025-07-21,2025-07-23,2025-07-25,2025-07-25,6.7,516.72,94.22,23.07,74.2,59.08,Delivered
ORD08352,CUST0705,WH035,DP071,2024-04-30,2024-05-01,2024-05-02,2024-05-04,27.8,442.88,211.22,54.44,47.51,225.54,Delivered
ORD08353,CUST1238,WH049,DP028,2025-08-30,2025-08-31,2025-09-01,2025-09-02,15.8,1314.73,168.16,36.8,29.23,130.88,Delivered
ORD08354,CUST1230,WH013,DP047,2025-01-30,2025-02-01,2025-02-02,2025-02-03,36.0,2127.61,292.7,48.15,37.94,189.46,Delivered
ORD08355,CUST1304,WH006,DP033,2024-09-22,2024-09-23,2024-09-24,2024-09-25,11.2,1029.55,143.88,54.68,64.88,77.08,Delivered
ORD08356,CUST0665,WH028,DP090,2024-12-15,2024-12-16,2024-12-17,,22.9,1197.85,162.92,28.09,29.24,110.04,Failed/Returned
ORD08357,CUST0831,WH025,DP064,2024-06-12,2024-06-13,2024-06-14,2024-06-14,11.1,752.1,92.25,22.73,79.63,93.69,Delivered
ORD08358,CUST0398,WH015,DP052,2024-01-15,2024-01-17,2024-01-18,2024-01-18,15.6,939.37,144.39,53.6,28.12,127.73,Delivered
ORD08359,CUST1131,WH024,DP031,2024-06-06,2024-06-08,2024-06-10,2024-06-10,39.3,554.81,372.6,51.4,76.2,213.0,Delivered
ORD08360,CUST0791,WH004,DP098,2025-10-30,2025-11-01,2025-11-02,2025-11-01,3.6,1366.39,64.35,49.75,68.01,57.71,Delivered
ORD08361,CUST0588,WH032,DP080,2024-08-02,2024-08-04,2024-08-06,2024-08-06,19.7,910.04,222.92,48.02,34.78,125.92,Delivered
ORD08362,CUST0841,WH041,DP039,2024-12-23,2024-12-24,2024-12-25,2024-12-26,17.1,1153.92,180.61,24.18,35.0,107.74,Delivered
ORD08363,CUST0043,WH002,DP059,2024-06-27,2024-06-29,2024-06-30,2024-07-01,18.0,1127.08,160.63,38.55,64.22,102.03,Delivered
ORD08364,CUST1471,WH035,DP014,2024-11-03,2024-11-05,2024-11-06,2024-11-06,14.1,1316.74,115.89,43.45,70.4,78.26,Delivered
ORD08365,CUST1460,WH014,DP100,2024-09-18,2024-09-19,2024-09-22,2024-09-24,52.2,877.46,545.51,39.22,41.19,378.46,Delivered
ORD08366,CUST0314,WH044,DP026,2024-05-03,2024-05-04,2024-05-05,2024-05-05,10.5,919.2,135.68,40.81,70.79,88.71,Delivered
ORD08367,CUST0164,WH031,DP039,2025-06-23,2025-06-25,2025-06-27,2025-06-28,4.1,1653.97,63.65,36.41,35.93,63.32,Delivered
ORD08368,CUST1955,WH042,DP065,2024-08-03,2024-08-05,2024-08-07,2024-08-07,11.2,908.18,133.35,41.26,51.31,112.32,Delivered
ORD08369,CUST0754,WH025,DP063,2024-11-28,2024-11-29,2024-11-30,2024-11-30,9.2,2699.53,82.58,48.9,80.3,92.57,Delivered
ORD08370,CUST1159,WH027,DP003,2024-02-18,2024-02-19,2024-02-20,2024-02-20,31.4,2901.28,251.87,19.03,59.05,196.37,Delivered
ORD08371,CUST0547,WH032,DP071,2025-08-26,2025-08-28,2025-08-30,2025-08-30,10.1,427.9,120.84,37.23,79.72,69.96,Delivered
ORD08372,CUST1805,WH045,DP066,2024-05-27,2024-05-29,2024-05-31,2024-05-31,11.2,1057.74,100.01,50.71,79.88,71.35,Delivered
ORD08373,CUST1876,WH046,DP012,2024-01-10,2024-01-11,2024-01-12,2024-01-12,17.3,791.75,181.18,25.22,76.68,130.26,Delivered
ORD08374,CUST0841,WH033,DP099,2024-01-29,2024-01-30,2024-01-31,2024-02-02,10.7,990.28,101.8,37.66,25.5,73.17,Delivered
ORD08375,CUST0709,WH011,DP024,2025-09-02,2025-09-04,2025-09-05,2025-09-05,21.1,1509.52,164.38,41.84,39.66,143.65,Delivered
ORD08376,CUST1982,WH005,DP062,2025-02-13,,2025-02-15,,17.3,690.67,204.58,54.05,63.52,90.24,Cancelled
ORD08377,CUST0989,WH018,DP073,2024-01-04,2024-01-05,2024-01-07,2024-01-08,39.8,2528.68,246.83,39.66,58.45,277.98,Delivered
ORD08378,CUST0926,WH037,DP007,2024-04-25,2024-04-26,2024-04-27,2024-04-28,26.3,415.72,185.35,27.8,80.64,195.45,Delivered
ORD08379,CUST0226,WH004,DP054,2024-03-31,2024-04-01,2024-04-02,2024-04-04,5.0,1308.39,77.27,34.2,65.29,60.87,Delivered
ORD08380,CUST0278,WH009,DP022,2025-12-01,2025-12-03,2025-12-04,2025-12-04,10.9,655.04,138.72,15.72,69.65,97.05,Delivered
ORD08381,CUST1615,WH027,DP051,2025-03-10,2025-03-11,2025-03-13,2025-03-13,9.0,2875.51,97.66,26.96,33.06,77.84,Delivered
ORD08382,CUST0526,WH019,DP061,2025-06-29,2025-07-01,2025-07-02,2025-07-02,7.0,2459.22,84.81,44.02,43.08,74.8,Delivered
ORD08383,CUST1374,WH030,DP063,2024-01-19,2024-01-19,2024-01-21,2024-01-22,12.2,713.0,154.99,49.33,28.1,108.77,Delivered
ORD08384,CUST0997,WH030,DP006,2024-03-07,2024-03-09,2024-03-11,2024-03-12,5.8,1088.64,71.92,12.69,72.47,58.91,Delivered
ORD08385,CUST0459,WH003,DP048,2025-11-08,2025-11-08,2025-11-10,2025-11-10,12.8,1274.08,106.4,29.36,67.98,91.1,Delivered
ORD08386,CUST0637,WH014,DP023,2024-09-11,2024-09-13,2024-09-15,2024-09-16,3.5,2230.29,68.87,18.98,31.72,59.4,Delivered
ORD08387,CUST1976,WH008,DP057,2024-11-11,2024-11-13,2024-11-15,2024-11-15,9.5,2093.35,125.43,45.05,27.91,65.46,Delivered
ORD08388,CUST1997,WH004,DP052,2025-04-22,2025-04-24,2025-04-25,2025-04-27,5.1,1659.22,71.41,33.94,55.98,52.74,Delivered
ORD08389,CUST1372,WH007,DP032,2025-11-19,2025-11-21,2025-11-23,2025-11-25,3.2,1225.43,59.69,44.82,33.96,50.87,Delivered
ORD08390,CUST1616,WH003,DP018,2025-01-18,2025-01-20,2025-01-22,2025-01-21,29.4,2065.2,219.79,24.83,35.72,226.16,Delivered
ORD08391,CUST0511,WH007,DP069,2025-01-10,2025-01-12,2025-01-14,2025-01-14,15.7,1431.28,188.3,14.04,77.8,122.42,Delivered
ORD08392,CUST1316,WH044,DP020,2025-09-06,2025-09-07,2025-09-08,2025-09-09,14.2,1213.17,150.52,52.42,82.58,128.1,Delivered
ORD08393,CUST1956,WH027,DP041,2025-02-21,2025-02-22,2025-02-24,2025-02-26,1.6,1652.69,43.9,22.87,54.76,40.14,Delivered
ORD08394,CUST1628,WH008,DP029,2025-06-17,2025-06-18,2025-06-20,2025-06-22,6.5,988.34,68.82,40.74,37.48,67.65,Delivered
ORD08395,CUST0507,WH026,DP023,2025-09-19,2025-09-20,2025-09-22,2025-09-22,16.3,1823.08,131.79,51.72,40.41,144.68,Delivered
ORD08396,CUST1360,WH021,DP044,2025-11-09,2025-11-10,2025-11-11,2025-11-11,5.0,732.82,73.49,50.29,78.09,58.95,Delivered
ORD08397,CUST1834,WH011,DP031,2025-06-08,2025-06-10,2025-06-11,,30.5,1697.58,318.47,34.43,48.42,147.47,Failed/Returned
ORD08398,CUST0319,WH041,DP020,2024-02-04,2024-02-06,2024-02-08,2024-02-10,25.3,1493.06,273.13,24.07,25.83,155.78,Delivered
ORD08399,CUST1224,WH048,DP090,2025-03-19,2025-03-21,2025-03-22,2025-03-24,11.9,1790.09,123.22,46.3,47.58,87.93,Delivered
ORD08400,CUST0291,WH001,DP063,2024-08-18,2024-08-19,2024-08-20,2024-08-20,4.0,1215.12,69.72,21.8,41.8,47.97,Delivered
ORD08401,CUST1764,WH032,DP048,2024-03-15,2024-03-17,2024-03-18,2024-03-17,22.3,1161.06,216.45,29.59,74.98,102.39,Delivered
ORD08402,CUST1593,WH012,DP009,2024-05-06,2024-05-06,2024-05-07,2024-05-08,6.4,764.04,75.3,23.3,79.01,63.44,Delivered
ORD08403,CUST1519,WH018,DP071,2024-08-07,2024-08-08,2024-08-09,2024-08-10,13.2,1202.88,153.85,39.29,29.11,109.28,Delivered
ORD08404,CUST1987,WH018,DP043,2025-10-26,2025-10-27,2025-10-29,2025-10-29,1.4,1924.21,43.98,40.63,48.66,39.69,Delivered
ORD08405,CUST0994,WH025,DP055,2024-08-20,2024-08-22,2024-08-24,,8.0,598.04,97.87,49.89,64.25,75.64,Failed/Returned
ORD08406,CUST1475,WH040,DP097,2025-05-07,2025-05-08,2025-05-09,2025-05-10,13.6,739.37,128.97,46.17,70.71,114.58,Delivered
ORD08407,CUST1624,WH040,DP005,2025-09-01,2025-09-03,2025-09-04,2025-09-04,9.5,1517.0,85.51,12.8,37.28,94.65,Delivered
ORD08408,CUST0542,WH004,DP073,2024-12-23,2024-12-25,2024-12-26,2024-12-28,14.6,996.47,126.45,18.15,76.37,129.02,Delivered
ORD08409,CUST1462,WH028,DP054,2024-03-04,2024-03-05,2024-03-06,2024-03-06,8.8,1075.89,122.95,12.88,76.89,75.65,Delivered
ORD08410,CUST1080,WH030,DP071,2024-05-09,2024-05-10,2024-05-11,2024-05-13,9.7,584.87,103.24,48.32,66.18,84.12,Delivered
ORD08411,CUST1553,WH050,DP061,2024-09-05,2024-09-06,2024-09-07,2024-09-08,13.2,2971.29,134.28,27.79,64.76,98.95,Delivered
ORD08412,CUST0226,WH016,DP027,2025-03-28,2025-03-29,2025-03-31,2025-03-31,3.9,2382.87,57.32,40.96,61.32,54.33,Delivered
ORD08413,CUST1076,WH017,DP086,2024-08-05,2024-08-07,2024-08-08,2024-08-10,8.8,904.32,103.18,38.5,34.12,89.41,Delivered
ORD08414,CUST0234,WH046,DP027,2025-01-15,2025-01-17,2025-01-18,2025-01-18,2.6,3193.5,50.99,37.33,40.97,43.39,Delivered
ORD08415,CUST0379,WH043,DP042,2025-07-22,2025-07-24,2025-07-25,2025-07-27,8.2,522.75,105.11,52.62,84.79,61.44,Delivered
ORD08416,CUST1728,WH032,DP090,2024-05-18,2024-05-19,2024-05-20,2024-05-22,5.7,785.29,77.1,33.72,58.82,67.5,Delivered
ORD08417,CUST0885,WH015,DP004,2024-07-15,2024-07-16,2024-07-17,,11.2,1078.95,91.1,27.65,70.15,77.58,Failed/Returned
ORD08418,CUST1260,WH040,DP042,2025-08-04,2025-08-05,2025-08-06,2025-08-07,14.4,1070.63,110.77,17.74,52.61,130.97,Delivered
ORD08419,CUST1600,WH003,DP097,2025-06-26,2025-06-28,2025-06-29,2025-07-01,16.5,877.29,169.88,13.36,54.55,100.55,Delivered
ORD08420,CUST1269,WH023,DP029,2024-06-21,2024-06-22,2024-06-23,2024-06-22,24.8,1735.72,269.54,53.92,34.18,114.4,Delivered
ORD08421,CUST0195,WH026,DP089,2024-12-12,2024-12-13,2024-12-14,2024-12-15,13.0,749.37,144.28,37.68,52.55,84.36,Delivered
ORD08422,CUST1786,WH018,DP016,2025-10-30,2025-10-31,2025-11-01,2025-11-01,2.5,1289.64,49.46,53.45,56.3,45.29,Delivered
ORD08423,CUST0714,WH006,DP084,2025-10-07,2025-10-09,2025-10-10,2025-10-11,34.6,1008.24,263.14,54.84,65.54,185.5,Delivered
ORD08424,CUST1562,WH036,DP075,2024-12-22,2024-12-24,2024-12-25,2024-12-26,12.8,2558.23,127.17,54.18,60.11,78.18,Delivered
ORD08425,CUST1658,WH039,DP004,2025-08-11,2025-08-11,2025-08-13,2025-08-12,11.5,1091.95,122.53,17.42,83.76,94.47,Delivered
ORD08426,CUST1943,WH047,DP090,2024-07-05,2024-07-07,2024-07-09,2024-07-08,16.2,1389.29,174.54,35.35,56.72,115.98,Delivered
ORD08427,CUST1190,WH010,DP087,2024-12-11,2024-12-12,2024-12-13,2024-12-13,11.1,898.43,106.08,53.32,78.47,81.04,Delivered
ORD08428,CUST1252,WH007,DP068,2024-06-21,2024-06-21,2024-06-22,2024-06-21,12.3,621.41,114.79,17.25,73.43,82.05,Delivered
ORD08429,CUST0066,WH038,DP052,2025-05-08,2025-05-10,2025-05-11,2025-05-10,20.6,1951.66,212.69,19.48,58.97,103.64,Delivered
ORD08430,CUST1322,WH001,DP036,2024-06-11,2024-06-13,2024-06-14,2024-06-14,22.8,1055.1,193.52,50.84,79.36,123.18,Delivered
ORD08431,CUST0102,WH002,DP093,2024-11-19,2024-11-21,2024-11-22,2024-11-23,36.5,1486.27,388.52,38.34,46.39,155.39,Delivered
ORD08432,CUST1422,WH036,DP046,2025-08-03,2025-08-04,2025-08-05,2025-08-04,9.8,728.77,114.49,21.11,22.53,98.6,Delivered
ORD08433,CUST1179,WH048,DP038,2025-05-13,2025-05-15,2025-05-17,2025-05-16,11.1,1312.92,126.34,26.77,30.11,77.15,Delivered
ORD08434,CUST1930,WH013,DP053,2024-04-15,2024-04-16,2024-04-18,2024-04-18,16.4,1553.16,144.46,15.21,45.25,98.92,Delivered
ORD08435,CUST0462,WH028,DP021,2025-01-10,2025-01-12,2025-01-13,,35.9,1665.34,247.14,39.72,62.06,211.4,Failed/Returned
ORD08436,CUST0670,WH018,DP073,2024-01-14,2024-01-16,2024-01-18,2024-01-18,6.6,1640.51,98.71,28.75,30.62,60.2,Delivered
ORD08437,CUST1626,WH022,DP017,2025-12-29,2025-12-30,2025-12-31,2025-12-31,12.5,741.06,107.98,42.22,63.17,107.65,Delivered
ORD08438,CUST0811,WH028,DP053,2024-05-28,2024-05-30,2024-05-31,2024-05-31,1.0,2259.32,40.23,50.99,70.84,41.54,Delivered
ORD08439,CUST1454,WH023,DP094,2024-07-09,2024-07-10,2024-07-11,2024-07-12,15.4,1774.02,124.78,43.98,60.85,135.28,Delivered
ORD08440,CUST0928,WH005,DP056,2024-04-10,2024-04-11,2024-04-13,2024-04-14,13.2,2173.07,150.6,24.77,81.09,87.3,delivered
ORD08441,CUST0859,WH031,DP010,2024-10-06,2024-10-08,2024-10-09,2024-10-08,29.2,975.18,314.97,12.28,23.68,195.36,Delivered
ORD08442,CUST0857,WH049,DP077,2024-06-17,2024-06-19,2024-06-20,2024-06-20,14.3,2548.29,139.31,53.24,77.1,84.29,Delivered
ORD08443,CUST0707,WH033,DP066,2025-11-03,2025-11-05,2025-11-07,2025-11-08,6.6,625.11,94.47,51.84,29.89,68.52,Delivered
ORD08444,CUST0599,WH026,DP050,2025-11-08,2025-11-10,2025-11-11,2025-11-12,4.9,330.15,83.12,51.86,80.66,60.03,Delivered
ORD08445,CUST0993,WH024,DP069,2025-01-09,2025-01-10,2025-01-11,2025-01-13,10.7,630.05,107.04,29.65,67.11,99.4,Delivered
ORD08446,CUST1593,WH040,DP069,2025-06-09,2025-06-10,2025-06-11,2025-06-11,6.1,1309.35,68.04,51.51,64.21,77.17,Delivered
ORD08447,CUST0611,WH001,DP039,2025-06-19,2025-06-20,2025-06-21,2025-06-21,13.2,885.66,146.39,30.12,37.54,112.05,Delivered
ORD08448,CUST1050,WH043,DP007,2024-04-23,2024-04-24,2024-04-25,2024-04-26,16.4,1123.5,195.01,51.36,32.18,129.89,Delivered
ORD08449,CUST1254,WH050,DP098,2024-11-23,2024-11-24,2024-11-25,2024-11-25,8.3,1490.88,97.71,35.01,82.59,82.14,Delivered
ORD08450,CUST1460,WH029,DP050,2025-01-20,2025-01-20,2025-01-22,2025-01-22,21.1,1102.04,234.42,38.83,21.66,164.23,Delivered
ORD08451,CUST1807,WH035,DP092,2024-02-11,2024-02-11,2024-02-12,2024-02-14,18.1,312.5,153.59,21.33,55.78,158.0,Delivered
ORD08452,CUST0286,WH020,DP047,2025-01-25,2025-01-26,2025-01-27,2025-01-27,3.7,1399.5,65.5,15.06,53.34,55.15,Delivered
ORD08453,CUST1045,WH031,DP070,2025-09-06,2025-09-06,2025-09-08,2025-09-10,8.3,731.91,117.64,23.28,57.72,72.17,Delivered
ORD08454,CUST1807,WH039,DP013,2025-04-13,2025-04-15,2025-04-16,2025-04-16,39.1,901.24,373.52,34.91,38.81,272.97,Delivered
ORD08455,CUST0347,WH050,DP055,2024-05-21,2024-05-21,2024-05-22,2024-05-23,7.8,822.18,94.66,45.06,30.04,73.34,Delivered
ORD08456,CUST0455,WH029,DP001,2025-08-26,,2025-08-30,,38.3,3078.28,312.22,43.96,79.42,217.6,Cancelled
ORD08457,CUST0219,WH036,DP032,2024-05-31,2024-06-01,2024-06-02,2024-06-03,12.9,2309.88,161.68,13.73,48.52,87.63,Delivered
ORD08458,CUST0799,WH039,DP020,2024-12-26,2024-12-28,2024-12-29,2024-12-29,9.1,487.1,113.53,15.31,67.38,83.17,Delivered
ORD08459,CUST0531,WH006,DP017,2025-11-04,,2025-11-08,,9.1,586.8,108.04,39.15,33.79,97.26,Cancelled
ORD08460,CUST1589,WH045,DP040,2024-11-12,2024-11-13,2024-11-14,2024-11-14,14.2,849.28,129.48,53.86,47.67,90.88,Delivered
ORD08461,CUST1972,WH047,DP078,2024-08-26,2024-08-27,2024-08-28,2024-08-27,5.9,2610.54,86.93,44.74,79.52,55.22,Delivered
ORD08462,CUST1114,WH035,DP024,2025-05-27,2025-05-29,2025-05-30,2025-05-31,11.9,1450.24,108.45,51.11,44.11,77.31,Delivered
ORD08463,CUST0252,WH023,DP021,2025-03-12,,2025-03-16,,16.2,1411.38,137.83,16.23,65.18,135.81,Cancelled
ORD08464,CUST1244,WH043,DP063,2025-10-23,2025-10-23,2025-10-25,,28.7,327.09,290.22,13.81,48.9,165.34,Failed/Returned
ORD08465,CUST1387,WH001,DP049,2025-10-06,2025-10-07,2025-10-08,2025-10-07,15.2,4392.12,135.08,16.68,37.45,127.36,Delivered
ORD08466,CUST0314,WH035,DP031,2025-02-09,2025-02-11,2025-02-12,2025-02-13,2.2,431.19,47.2,19.85,76.82,49.35,Delivered
ORD08467,CUST1782,WH042,DP066,2025-09-17,2025-09-18,2025-09-19,2025-09-19,12.5,863.14,103.65,30.04,25.84,76.42,Delivered
ORD08468,CUST1075,WH033,DP035,2025-04-09,2025-04-10,2025-04-11,2025-04-11,19.4,2113.83,210.92,52.32,38.33,152.81,Delivered
ORD08469,CUST0706,WH023,DP072,2024-01-02,2024-01-02,2024-01-03,2024-01-03,8.6,1598.67,105.59,51.22,54.38,77.95,Delivered
ORD08470,CUST1024,WH018,DP059,2025-04-04,2025-04-05,2025-04-07,2025-04-07,46.2,593.91,312.12,36.2,49.06,315.74,Delivered
ORD08471,CUST0511,WH024,DP008,2024-11-25,2024-11-27,2024-11-28,2024-11-30,27.0,3900.34,282.09,52.71,66.37,137.61,Delivered
ORD08472,CUST1019,WH043,DP013,2025-09-03,2025-09-04,2025-09-05,2025-09-04,8.2,1016.13,110.22,21.14,36.48,66.73,Delivered
ORD08473,CUST1354,WH037,DP017,2025-05-17,2025-05-19,2025-05-21,2025-05-21,1.6,2463.41,50.23,34.63,70.04,44.03,Delivered
ORD08474,CUST0906,WH003,DP086,2024-08-02,2024-08-04,2024-08-05,2024-08-06,1.6,889.45,45.67,27.95,36.99,44.43,Delivered
ORD08475,CUST0538,WH008,DP016,2024-02-05,2024-02-07,2024-02-08,2024-02-09,5.6,866.36,63.87,33.29,78.1,66.89,Delivered
ORD08476,CUST1229,WH022,DP046,2024-07-15,2024-07-17,2024-07-18,2024-07-19,4.6,1352.84,59.65,44.71,75.45,58.91,Delivered
ORD08477,CUST0909,WH047,DP041,2025-01-30,2025-02-01,2025-02-03,2025-02-04,23.4,1241.92,181.52,,46.1,185.97,Delivered
ORD08478,CUST1490,WH020,DP033,2024-03-24,2024-03-26,2024-03-28,2024-03-27,2.5,2465.14,56.96,52.08,59.81,46.29,Delivered
ORD08479,CUST1161,WH033,DP090,2024-02-06,2024-02-08,2024-02-10,2024-02-10,13.4,1300.03,161.76,45.84,67.74,104.85,Delivered
ORD08480,CUST0091,WH011,DP065,2024-01-30,2024-02-01,2024-02-02,2024-02-04,16.0,1167.75,193.35,43.14,74.61,135.13,Delivered
ORD08481,CUST1435,WH037,DP084,2025-10-03,2025-10-04,2025-10-05,2025-10-06,12.2,480.51,151.04,44.42,41.7,72.22,Delivered
ORD08482,CUST0465,WH031,DP001,2025-06-19,2025-06-21,2025-06-22,2025-06-22,3.0,1400.94,59.41,34.43,68.41,46.11,Delivered
ORD08483,CUST1932,WH006,DP046,2024-11-30,2024-12-02,2024-12-03,2024-12-02,7.3,1366.69,95.98,15.81,72.58,59.33,Delivered
ORD08484,CUST1307,WH014,DP090,2024-12-23,2024-12-25,2024-12-26,2024-12-25,28.7,3681.81,224.56,30.62,25.02,206.3,Delivered
ORD08485,CUST1208,WH034,DP044,2025-09-25,2025-09-27,2025-09-28,2025-09-28,12.9,2034.74,143.33,12.78,76.95,,Delivered
ORD08486,CUST0975,WH039,DP082,2025-01-22,,2025-01-24,,32.2,2187.07,212.42,36.14,44.75,205.68,Cancelled
ORD08487,CUST0295,WH024,DP088,2024-11-06,2024-11-07,2024-11-08,2024-11-07,4.9,1025.64,70.6,31.78,39.08,68.87,Delivered
ORD08488,CUST0937,WH041,DP029,2024-10-01,,2024-10-05,,40.4,831.46,326.11,49.18,75.67,230.17,Cancelled
ORD08489,CUST0907,WH042,DP023,2024-10-12,2024-10-14,2024-10-16,2024-10-17,5.3,820.15,71.86,36.5,35.08,68.24,Delivered
ORD08490,CUST0168,WH050,DP079,2025-08-04,2025-08-06,2025-08-07,2025-08-09,39.2,786.31,268.17,19.62,58.82,179.09,Delivered
ORD08491,CUST1805,WH045,DP030,2024-02-27,2024-02-28,2024-02-29,2024-02-28,6.1,1460.86,75.66,19.34,84.3,65.12,Delivered
ORD08492,CUST0282,WH048,DP018,2025-06-29,2025-07-01,2025-07-02,2025-07-01,12.9,704.27,160.22,14.88,77.81,114.87,Delivered
ORD08493,CUST0870,WH048,DP099,2025-06-21,2025-06-22,2025-06-23,2025-06-25,5.5,617.55,79.54,16.77,44.72,66.07,Delivered
ORD08494,CUST0061,WH047,DP062,2025-11-12,2025-11-13,2025-11-15,2025-11-17,12.8,408.94,136.59,23.81,34.0,79.42,Delivered
ORD08495,CUST0300,WH009,DP066,2024-07-25,,2024-07-27,,15.0,585.83,165.51,37.05,37.26,109.04,Cancelled
ORD08496,CUST1365,WH049,DP057,2025-09-28,2025-09-30,2025-10-02,2025-10-02,26.1,1035.17,245.58,17.13,67.54,117.85,Delivered
ORD08497,CUST0891,WH005,DP055,2024-12-31,2025-01-02,2025-01-03,2025-01-02,26.1,2116.05,259.9,43.36,66.03,126.81,Delivered
ORD08498,CUST0761,WH025,DP052,2025-11-22,2025-11-24,2025-11-25,2025-11-25,1.7,887.63,47.82,51.0,32.87,44.61,Delivered
